longitude,latitude,age,rooms,bedrooms,population,households,income,value
-117.89,33.9,23,1533,226,693,230,7.898,258200
-117.92,33.91,27,2558,310,891,316,9.5561,411800
-117.89,33.89,17,1671,192,678,206,13.1107,467600
-117.95,33.89,17,1665,247,755,254,6.5764,349000
-117.96,33.86,35,2146,430,1230,429,3.7813,184900
-117.95,33.87,35,1854,383,1115,381,4.4784,185200
-117.95,33.88,34,1939,355,817,314,3.6705,275000
-117.94,33.87,46,2066,450,1275,448,3.9375,187000
-117.9,33.88,35,2062,353,991,357,5.2897,230400
-117.89,33.87,32,1133,216,693,228,3.3594,202100
-117.89,33.87,32,1569,422,835,386,3.0465,148900
-117.93,33.86,35,931,181,516,174,5.5867,182500
-117.88,33.89,17,3218,923,1701,824,3.6946,265500
-117.86,33.91,16,2889,423,1227,401,6.4514,270800
-117.87,33.88,24,2655,702,1519,708,3.3036,183900
-117.87,33.85,33,45,11,34,10,5.2949,350000
-117.85,33.89,22,4020,655,1486,635,5.9639,262300
-117.85,33.9,20,4026,648,1997,650,5.5918,260500
-117.85,33.89,24,3326,503,1616,494,5.7457,240600
-117.87,33.87,7,2663,642,1367,677,4.6563,162400
-117.82,33.89,21,3079,509,1431,480,4.0714,278900
-117.84,33.89,19,3544,542,1787,560,6.7837,264300
-117.88,33.92,13,3292,727,1565,698,5.457,308800
-117.78,33.87,16,5609,952,2624,934,5.3307,169600
-117.82,33.85,18,1810,305,1189,326,5.2227,213500
-117.82,33.84,25,1788,203,676,217,10.1299,454300
-117.78,33.85,16,3781,504,1665,499,7.2554,335600
-117.79,33.8,11,10535,1620,4409,1622,6.67,283200
-117.76,33.83,15,3086,457,1262,436,6.4415,300700
-117.66,33.61,16,2022,254,789,270,8.4112,286900
-117.67,33.61,24,3859,661,1972,624,5.7871,227400
-117.66,33.59,18,4552,706,1918,671,7.5791,288100
-117.69,33.61,16,3010,580,1649,538,4.0221,236200
-117.66,33.64,17,3173,501,1555,520,6.7079,250800
-117.67,33.64,11,2722,554,1565,508,5.1645,164100
-117.65,33.63,16,3388,425,1395,427,8.4471,351300
-117.64,33.63,10,4814,643,1808,588,8.798,436600
-117.65,33.58,2,2411,354,703,217,7.8061,331400
-117.55,33.52,15,426,62,133,45,5.136,447400
-117.59,33.61,3,2993,429,991,390,10.0765,378200
-117.63,33.38,12,5744,1054,2104,847,5.1482,500001
-117.65,33.4,17,2737,654,910,492,3.5729,370800
-117.62,33.43,23,4052,955,1950,859,4.0647,240600
-117.61,33.43,24,2303,399,851,379,3.9875,346500
-117.59,33.43,14,3223,484,1230,488,6.5964,358800
-117.63,33.5,12,3619,536,1506,492,7.2013,353600
-117.65,33.45,15,7468,1275,3033,1217,5.49,239300
-117.68,33.49,16,3084,724,2557,690,2.8357,106300
-117.68,33.49,18,4173,625,1649,634,6.3568,294300
-117.69,33.47,13,2020,378,679,290,5.756,305600
-117.66,33.5,16,1956,346,862,326,4.4732,186300
-117.72,33.43,5,1889,359,616,246,3.8992,500001
-117.68,33.54,5,2840,403,1363,403,7.618,341400
-117.7,33.53,5,6698,1254,2834,1139,5.9088,288500
-117.71,33.52,17,2486,417,876,361,6.1007,340900
-117.71,33.51,12,4676,698,1543,598,6.379,500001
-117.7,33.57,9,1204,355,469,293,3.6196,119900
-117.7,33.5,4,7474,1037,2969,1007,8.7591,434700
-117.71,33.47,14,3894,672,1490,629,6.5206,368500
-117.77,33.71,15,2102,295,1060,303,7.3141,337100
-117.71,33.63,16,1641,354,945,318,3.4261,219700
-117.74,33.73,18,328,68,391,60,4.1167,87500
-117.64,33.68,4,5687,970,2677,938,6.5069,243400
-117.7,33.64,15,5743,773,2380,773,8.1926,326600
-117.78,33.69,16,4702,806,2529,814,5.1299,238900
-117.78,33.69,16,3400,501,1575,488,6.0961,295500
-117.81,33.67,8,2098,342,908,329,7.7589,342900
-117.81,33.67,9,3279,530,1447,510,7.4581,296600
-117.81,33.68,8,1964,413,913,406,5.1583,192200
-117.81,33.68,4,1545,304,788,296,4.5469,500001
-117.77,33.71,13,1939,247,928,244,8.1111,379800
-117.78,33.7,16,1663,250,597,204,5.409,233900
-117.79,33.69,15,1875,316,890,316,6.5783,244800
-117.83,33.66,15,2355,438,747,450,6.5356,272800
-117.83,33.66,16,1574,385,515,363,5.3423,291700
-117.87,33.61,25,2267,359,866,348,7.79,500001
-117.78,33.51,44,1833,331,515,268,6.6178,500001
-117.72,33.62,21,2322,518,662,457,3.1679,110000
-117.75,33.61,17,2499,566,781,522,3.1779,186500
-117.75,33.61,16,2270,488,709,489,3.2845,227600
-117.7,33.61,16,2371,725,1738,686,3.6484,322600
-117.72,33.61,26,2033,463,618,450,2.5685,80400
-117.84,33.66,5,1688,430,857,402,3.7857,231600
-117.83,33.66,4,1011,198,511,198,7.9217,296200
-117.83,33.65,8,2149,426,950,399,4.1103,250400
-117.8,33.63,15,3236,451,1289,416,11.1121,493000
-117.87,33.6,20,3212,572,1064,526,6.6155,500001
-117.87,33.6,33,3120,602,1155,553,5.2949,500001
-117.87,33.6,34,3415,779,1275,718,4.498,482900
-117.91,33.61,38,1232,178,410,171,11.075,500001
-117.92,33.61,37,1244,173,394,154,10.3682,500001
-117.92,33.61,36,1025,150,316,126,10.3048,500001
-117.91,33.61,36,3082,455,771,365,11.216,500001
-117.89,33.62,24,1016,238,465,236,3.0625,93800
-117.89,33.6,40,1639,352,498,278,5.6336,500001
-117.87,33.64,26,3521,455,1336,451,10.2849,500001
-117.91,33.61,27,1797,343,435,203,5.9196,500001
-117.92,33.61,18,1538,425,425,288,5.3369,312500
-117.94,33.65,20,5476,1073,2327,963,5.6637,222100
-117.94,33.64,24,1097,307,470,333,1.6389,225000
-117.92,33.64,5,949,287,497,244,2.75,225000
-117.92,33.65,28,1087,423,807,425,0.9702,225400
-117.93,33.65,34,2141,425,1559,429,4.2036,220100
-117.93,33.68,33,2664,432,1197,429,5.069,264200
-117.88,33.69,20,5330,976,2734,1000,5.2138,233100
-117.88,33.71,20,1738,509,1403,411,3.1742,245000
-117.88,33.7,17,5122,1544,2966,1339,3.4835,116700
-117.9,33.72,33,2613,562,3150,543,4.3899,180700
-117.89,33.71,24,4365,804,2663,753,4.5814,233300
-117.89,33.71,16,1591,225,926,239,6.2452,266300
-117.86,33.73,31,1115,268,1369,259,3.5694,150500
-117.86,33.72,31,1194,297,1602,306,2.3333,157700
-117.87,33.72,39,3167,669,2789,619,3.5902,165900
-117.84,33.74,24,1752,407,910,427,3.3611,134600
-117.83,33.74,23,1818,522,958,485,2.6771,131500
-117.85,33.74,26,2589,1003,5756,983,2.1992,170800
-117.86,33.73,23,407,108,647,96,3.775,177400
-117.86,33.73,30,2651,572,3249,552,3.7202,182100
-117.86,33.74,38,2415,642,3242,599,3.425,165600
-117.9,33.74,19,1566,379,1032,330,2.2105,180400
-117.87,33.75,12,2782,1077,1968,795,0.971,102500
-117.89,33.75,34,2753,654,3117,631,3.1713,170100
-117.84,33.77,14,4412,952,1656,874,4.3292,206500
-117.79,33.75,26,2955,377,1074,373,9.3845,500001
-117.8,33.74,33,2890,453,1300,452,6.5616,290200
-117.82,33.77,32,2308,301,967,320,7.0565,324600
-117.81,33.76,32,2053,339,835,323,5.5654,281800
-117.81,33.83,8,7326,884,2569,798,10.157,477100
-117.83,33.83,13,3759,489,1496,499,8.3818,377600
-117.83,33.83,23,2775,547,1226,510,3.6707,231400
-117.84,33.79,34,2590,603,1658,608,2.378,199600
-117.85,33.79,52,1963,430,1197,415,3.8929,211000
-117.86,33.79,34,1883,408,1227,424,3.8929,187500
-117.86,33.78,21,2713,731,1952,722,2.6959,178800
-117.89,33.78,16,6352,1747,5085,1649,2.8835,193800
-117.89,33.83,35,2984,446,1435,455,5.6276,200800
-117.89,33.8,38,51,12,41,10,6.0224,187500
-117.88,33.83,22,3522,543,1706,524,6.4685,241200
-117.9,33.85,32,1605,314,986,306,3.3375,186200
-117.92,33.85,44,1231,258,682,244,3.2344,170100
-117.91,33.85,35,932,258,1147,267,2.7014,156700
-117.91,33.84,35,1244,324,1603,322,2.9583,175400
-117.98,33.85,23,2089,377,1085,362,4.765,181500
-118.01,33.83,23,1086,268,825,250,2.4609,219600
-117.99,33.82,19,1991,528,1202,460,3.1538,252100
-117.99,33.82,33,2342,475,1367,509,4.1167,215500
-117.98,33.83,17,3419,932,2460,766,3.2823,228500
-117.98,33.82,34,1290,220,867,241,5.5486,218100
-117.96,33.83,29,1194,176,474,170,6.1001,298900
-117.94,33.83,20,812,192,494,172,3.25,350000
-117.95,33.83,31,2421,389,1348,413,4.9394,217800
-117.91,33.84,26,1156,393,1880,400,2.2716,350000
-117.9,33.82,32,1187,302,1003,275,2.4931,166900
-117.93,33.8,34,3903,717,2054,716,4.2731,218000
-117.92,33.8,17,1317,256,679,272,4.6696,159500
-117.94,33.8,28,2914,489,1500,499,4.9429,254800
-117.94,33.81,24,4602,1131,3003,1014,3.6771,172200
-117.96,33.81,35,1153,192,884,208,5.2384,177400
-117.96,33.81,34,1416,277,980,284,4.7772,182500
-117.96,33.82,29,2176,468,1632,428,3.707,180400
-117.97,33.81,26,4022,1081,2457,1001,2.8042,206300
-117.97,33.81,30,2406,462,1753,456,4.485,180600
-117.98,33.8,32,2161,432,1503,402,4.3036,191400
-117.97,33.8,35,2985,474,1614,453,5.4631,225600
-118,33.79,18,3679,694,1820,652,3.6531,143500
-117.98,33.78,22,4255,971,2901,920,3.2636,180200
-117.91,33.79,22,4417,1054,2759,983,4.25,170300
-117.94,33.77,32,714,142,654,154,4.5052,170800
-117.94,33.77,33,2964,747,2235,718,3.2591,175900
-117.94,33.78,11,2880,745,1806,722,3.8056,171100
-117.96,33.78,26,2136,557,1528,537,2.4931,236100
-117.96,33.75,22,2300,539,1625,542,2.78,196300
-117.92,33.75,8,2325,598,1511,565,3.3629,137500
-117.92,33.75,19,1920,471,1413,432,4.0313,147500
-117.91,33.77,26,5556,1398,4545,1333,3.0902,190400
-117.92,33.76,26,784,177,662,169,2.8438,174300
-117.93,33.74,30,1654,434,1843,467,3.1403,153000
-117.95,33.66,26,1787,227,639,224,6.8226,329800
-117.95,33.71,16,6058,1715,3285,1495,3.4133,290900
-117.96,33.7,23,4417,740,1865,693,5.3428,279300
-117.96,33.69,20,3123,441,1319,432,6.091,290400
-117.96,33.67,16,5143,652,2209,637,7.0173,382100
-117.98,33.67,7,5664,1174,2493,1101,5.8252,264700
-117.97,33.67,17,4466,640,2166,666,6.979,330700
-117.98,33.68,14,3396,477,1542,472,7.3982,369100
-117.97,33.68,16,4508,598,2221,623,7.3731,390800
-117.97,33.68,26,1616,292,700,241,5.5105,232100
-118,33.66,25,4041,903,1689,784,4.2289,442700
-117.99,33.67,12,2228,479,1122,488,4.0385,350000
-117.99,33.71,18,1994,578,3031,577,2.7614,237500
-118.01,33.7,24,3856,567,1741,588,7.248,302700
-117.99,33.7,13,4013,903,1999,859,4.625,248800
-118.03,33.71,26,1483,251,738,235,6,271400
-118.04,33.72,15,1836,490,942,477,4.0238,182500
-118.1,33.74,33,2119,524,872,465,4.537,495500
-118.05,33.71,25,4150,570,1424,547,8.8281,461600
-118.05,33.72,22,5416,1271,2260,1184,3.8038,174500
-118.09,33.77,26,1388,409,515,392,1.8015,62000
-118.09,33.77,26,5359,1508,1829,1393,1.7675,61300
-117.98,33.74,29,3443,635,2257,620,4.7404,207500
-117.98,33.76,28,3215,652,2066,636,4.0194,197400
-117.99,33.76,30,1572,362,1351,359,3.369,190900
-118.02,33.77,33,2683,436,1520,456,5.0091,211500
-118.01,33.77,33,1387,238,890,264,5.422,204100
-118.01,33.76,26,2141,597,2038,585,2.2981,177700
-118,33.76,12,1250,331,1047,334,3.0625,208800
-118.03,33.77,27,2000,310,880,294,5.635,218900
-118.01,33.78,26,2343,377,1166,373,6,233100
-118.04,33.78,26,3642,557,1623,569,5.8426,259400
-118.04,33.78,25,3715,575,1640,572,5.7705,247100
-118.08,33.79,34,2840,395,1127,396,7.6144,376200
-118.01,33.79,23,2663,430,1499,403,5.7837,258000
-118.04,33.84,21,6623,1204,3193,1129,4.5395,256000
-118.07,33.8,22,1391,338,810,295,3.8792,218200
-118.03,33.82,17,1851,346,770,310,5.6093,244400
-118.04,33.81,27,2990,515,1849,497,5.6846,216100
-118.01,33.87,25,6348,1615,4188,1497,3.139,185700
-117.99,33.86,20,2303,612,1607,564,2.9,176100
-117.97,33.89,17,1740,445,1158,412,2.8649,137500
-120.1,39.17,33,1849,384,218,92,1.7083,143800
-120.16,39.14,21,2484,460,309,144,3.9722,127800
-120.12,39.18,17,2839,525,390,189,3.5667,179200
-120.02,39.24,24,1602,426,751,257,1.7609,99300
-121.06,38.91,18,6501,1416,2954,1373,2.5373,143000
-121.15,38.8,20,2104,370,745,314,4.1685,217500
-121.21,38.76,16,1608,296,792,286,3.1583,239200
-121.26,38.73,14,3323,499,1527,540,5.3451,172100
-121.28,38.76,47,2901,631,1276,578,2.1366,101900
-121.22,38.78,8,3418,514,1312,409,6.3914,218000
-121.31,38.97,16,1210,228,726,222,2.7083,82100
-121.3,38.89,23,1750,297,1012,315,3.4706,99300
-121.32,38.89,9,5927,1269,3369,1176,2.8194,111300
-121.05,38.92,34,2144,372,899,378,3.3021,158800
-121.11,38.95,14,3888,890,1830,844,1.8238,158600
-121.08,38.95,18,1931,380,1271,377,2.7463,156100
-121.04,38.95,22,1931,445,1009,407,2.75,153200
-120.87,39.15,17,1819,389,736,283,2.8603,128900
-120.33,39.3,16,868,178,44,21,3,175000
-120.98,39.08,20,4570,906,2125,815,3.0403,148000
-120.94,39.05,8,3758,717,1744,661,3.1972,151500
-120.57,39.78,15,1291,283,582,242,2.1216,102000
-121,39.75,8,1116,214,27,39,2.5893,83000
-120.53,39.79,18,1234,266,543,201,2.5156,71900
-121.15,40.25,14,5156,880,616,281,3.3462,145200
-117.37,34,41,1248,278,770,250,3.025,90600
-117.39,33.98,37,2337,452,948,437,3.145,169100
-117.41,33.97,24,950,183,383,182,3.0694,125000
-117.37,33.98,27,1342,547,844,484,1.1194,95800
-117.4,33.97,41,1707,276,660,269,3.8618,134800
-117.43,33.96,28,3747,651,2399,646,3.8682,116500
-117.41,33.95,37,1586,283,675,305,2.9583,132100
-117.41,33.95,37,1462,257,849,287,3.0542,123900
-117.41,33.96,27,2341,418,1272,415,3.0208,112700
-117.38,33.96,30,3153,623,1544,575,3.4491,133800
-117.39,33.95,35,1599,284,721,287,4.125,120700
-117.37,33.95,32,2215,351,771,311,4.3542,142600
-117.37,33.94,20,1682,296,706,291,4.0966,140100
-117.4,33.93,35,1468,298,1168,261,2.2222,81300
-117.43,33.93,15,4836,1368,3012,1240,2.1865,129300
-117.4,33.9,32,1263,178,508,180,3.6667,314100
-117.44,33.9,23,4487,754,2609,778,4.2788,148700
-117.42,33.89,4,80,10,55,13,7.7197,193800
-117.4,34,24,2316,599,1829,532,1.6955,86800
-117.4,34,31,1192,307,1013,283,2.0742,76200
-117.43,33.98,21,2634,421,1376,406,4.2589,152200
-117.45,34.01,26,3042,598,1720,551,2.76,95200
-117.43,33.99,18,3307,547,1738,457,4.566,116900
-117.48,33.98,20,2451,475,1785,456,3.3966,115000
-117.49,34.02,21,3736,738,2021,640,4.4545,142400
-117.53,33.97,34,1293,215,774,217,3.8906,141000
-117.53,34.02,19,256,34,101,28,5.3269,375000
-117.53,33.94,21,5675,935,2834,865,4.2263,203200
-117.57,33.93,3,1240,151,519,146,7.5408,271900
-117.53,33.92,12,2290,319,728,228,6.1561,233500
-117.58,33.92,16,4157,586,2036,594,6.155,246400
-117.51,33.95,12,9016,1486,4285,1457,4.9984,169100
-117.49,33.94,28,2787,490,1684,467,4.0256,127100
-117.47,33.94,34,2086,417,1501,395,3.2311,105600
-117.56,33.88,36,838,210,722,180,2.4861,96200
-117.57,33.87,33,2076,517,1374,480,2.2197,138200
-117.57,33.88,35,1755,446,1453,428,2.316,119400
-117.56,33.86,25,6964,1066,3240,1036,5.2898,177100
-117.55,33.87,18,8136,1584,4976,1516,3.9414,137100
-117.53,33.83,7,2191,324,1156,310,5.5362,195600
-117.54,33.76,5,5846,1035,3258,1001,4.7965,160800
-117.33,33.87,14,2300,335,1001,311,5.1045,161300
-117.3,33.85,15,3991,751,2317,657,2.9542,127900
-117.28,33.85,16,3498,702,2372,672,2.3229,118000
-117.4,33.85,9,7538,1125,3450,1077,5.4625,223600
-117.31,33.94,7,11232,1791,4218,1644,5.2713,216500
-117.33,33.98,52,1417,353,881,300,1.9531,162500
-117.34,33.98,10,17286,4952,9851,4616,1.7579,103400
-117.32,34.01,23,3021,527,1580,533,4.4063,129900
-117.24,33.95,11,6617,1118,3710,1087,4.7877,132600
-117.23,33.94,7,13195,2696,6763,2437,3.5851,142000
-117.14,33.94,5,4873,639,1947,568,6.3223,223200
-117.16,33.92,12,3236,502,1610,502,4.7568,143500
-117.22,33.87,16,56,7,39,14,2.625,500001
-117.21,33.82,2,4198,805,1943,673,3.9052,122100
-117.22,33.81,4,9911,1946,5145,1661,3.4237,113700
-117.2,33.71,24,4210,920,1283,829,2.0881,83300
-117.25,33.7,10,5156,941,2294,747,3.58,113400
-117.11,33.75,17,4174,851,1845,780,2.2618,96100
-117.06,33.78,17,2813,565,1345,488,2.5847,145300
-117.22,33.8,3,5284,920,2703,729,4.0717,126500
-117.23,33.78,23,3465,703,2672,607,1.9767,81500
-117.26,33.81,22,4249,922,2405,846,2.1549,146500
-117.27,33.77,16,2876,576,1859,545,2.0878,101300
-117.37,33.7,8,4345,865,2425,785,3.2481,123800
-117.33,33.67,27,4376,1003,2667,870,1.9194,100600
-117.29,33.63,7,16010,2726,7139,2426,3.8056,162200
-117.36,33.6,10,4097,813,2082,731,3.2258,159300
-117.16,33.61,3,2744,428,1223,366,4.7944,215300
-116.96,33.52,9,2802,471,1155,421,4.125,392100
-117.18,33.51,13,270,42,120,42,6.993,500001
-117.15,33.45,4,9089,1413,3886,1243,4.6904,174200
-117.23,33.57,6,13724,2269,5860,1986,3.9617,183000
-117.02,33.71,6,8278,1579,3062,1446,3.0043,134700
-116.89,33.73,15,2094,316,937,277,5.3623,201300
-116.9,33.74,14,2281,426,894,430,2.3712,127900
-116.96,33.75,35,3269,757,2328,705,2.5898,76300
-116.97,33.75,22,3740,965,2011,824,1.3039,77500
-117.02,33.76,20,1317,203,453,158,2.8393,120700
-116.86,33.97,11,658,131,376,120,2.3977,58000
-116.8,33.8,35,324,63,158,39,3.4167,100000
-116.71,33.94,12,549,109,209,90,3.0208,66300
-116.57,33.94,29,551,166,224,107,1.1917,50000
-116.5,33.95,10,7249,1882,4274,1621,1.6983,66600
-116.48,33.94,10,3254,913,923,486,1.8,81000
-116.49,33.82,27,3316,636,2362,532,2.9569,65900
-116.52,33.82,21,10227,2315,3623,1734,2.5212,145200
-116.52,33.81,12,12396,2552,2548,1265,3.4394,162200
-116.54,33.81,24,6087,1217,1721,833,3.1493,199400
-116.54,33.8,22,6050,1387,1432,890,2.2216,183900
-116.57,33.76,25,2616,547,581,343,3.1364,301600
-116.48,33.79,14,9425,2020,1711,1000,2.6298,145200
-116.42,33.76,14,16921,2837,2524,1262,7.6281,341700
-116.36,33.78,6,24121,4522,4176,2221,3.3799,239300
-116.38,33.71,17,12509,2460,2737,1423,4.5556,258100
-116.37,33.72,19,6190,1355,2242,1043,3.0021,152300
-116.31,33.67,15,2214,410,1152,350,2.9187,93400
-116.22,33.7,9,3861,849,825,401,3.2833,124700
-116.29,33.74,6,12991,2555,4571,1926,4.7195,199300
-116.2,33.7,26,2399,625,2654,535,2.2989,60600
-116.2,33.63,23,1152,273,1077,235,2.5,96300
-116.21,33.66,19,1596,295,1201,282,3.8846,100900
-116.25,33.68,16,926,189,238,118,3.0114,366700
-116.26,33.65,3,7437,1222,574,302,10.2948,382400
-115.22,33.54,18,1706,397,3424,283,1.625,53500
-115.58,33.88,21,1161,282,724,186,3.1827,71700
-114.49,33.97,17,2809,635,83,45,1.6154,87500
-114.58,33.61,25,2907,680,1841,633,2.6768,82400
-121.44,38.58,42,2334,435,892,446,3.0208,148800
-121.46,38.58,52,4408,807,1604,777,3.8914,181600
-121.5,38.58,5,761,306,2031,295,0.7526,162500
-121.49,38.58,52,569,405,509,367,0.9196,137500
-121.48,38.57,47,2438,804,1148,747,1.4301,141700
-121.47,38.57,39,1360,368,589,338,2.1691,150000
-121.47,38.57,48,3136,926,1443,877,1.9034,123900
-121.48,38.57,38,2809,805,1243,785,1.8512,114100
-121.47,38.57,52,438,103,176,99,3.0217,200000
-121.45,38.56,52,3170,476,1027,457,4.63,233800
-121.43,38.56,50,1533,288,532,257,2.5417,125900
-121.47,38.56,51,2083,559,874,524,2.0221,95800
-121.5,38.55,52,2784,455,957,448,5.6402,209800
-121.48,38.55,52,2508,360,832,345,7.1035,228700
-121.48,38.55,52,1684,309,675,296,4.1467,175000
-121.47,38.55,29,1303,308,861,263,1.0208,55800
-121.47,38.54,47,2085,464,1346,402,1.2679,56700
-121.44,38.54,44,2570,509,1145,503,2.5694,92400
-121.52,38.51,23,6876,1456,2942,1386,3.0963,156900
-121.54,38.5,15,6093,1051,2415,997,4.2075,183600
-121.52,38.5,19,4900,805,2519,855,4.8497,184400
-121.54,38.49,6,9104,1535,3759,1481,5.1442,174500
-121.49,38.49,26,1557,301,986,300,2.6613,77700
-121.47,38.48,24,2359,462,2048,476,3.2702,67300
-121.45,38.48,24,1766,340,1028,372,3.5402,98700
-121.39,38.51,19,1808,375,758,320,2.0062,92000
-121.39,38.55,25,2171,431,1053,422,3.5278,126200
-121.4,38.55,19,2497,494,748,442,2.925,142400
-121.41,38.58,18,6955,1882,2803,1740,3.089,141400
-121.38,38.59,36,1239,237,764,222,3.0156,103000
-121.38,38.61,34,2888,496,1168,479,3.6053,148600
-121.37,38.59,36,2523,401,927,398,3.5179,207800
-121.36,38.6,36,1275,227,530,245,3.875,133600
-121.35,38.58,20,2992,378,1105,368,8.6572,320200
-121.37,38.63,30,5996,1018,2532,1049,4.6127,151800
-121.37,38.62,27,1743,380,697,368,1.6678,166100
-121.37,38.61,39,823,146,329,144,3.0833,114100
-121.39,38.62,27,5693,1487,2334,1387,2.2844,170500
-121.39,38.62,45,2696,624,1059,582,1.8176,160900
-121.4,38.62,28,3671,886,1733,820,2.2292,113200
-121.4,38.61,33,3512,825,1515,782,1.9908,118800
-121.44,38.64,18,1756,442,837,320,1.125,70500
-121.45,38.65,5,2680,502,1885,498,2.6369,110000
-121.45,38.62,38,2419,605,1696,503,1.4861,63100
-121.46,38.62,35,3326,696,2511,649,1.9871,60900
-121.45,38.6,44,2324,413,823,375,4.6625,158900
-121.46,38.61,43,1111,269,613,290,1.2917,66300
-121.47,38.63,29,2197,520,1374,483,2.1889,69300
-121.5,38.61,5,1395,373,638,322,2.6745,225000
-121.51,38.69,28,800,149,450,158,2.1029,108600
-121.42,38.7,10,2562,460,1478,433,4.0625,96200
-121.47,38.7,31,1007,181,563,185,3.625,91300
-121.4,38.66,50,880,150,1148,148,2.5062,112500
-121.37,38.69,29,2103,380,1124,387,3.0833,87000
-121.38,38.68,35,1565,290,861,277,2.4844,77000
-121.4,38.71,15,4680,758,2626,729,3.8355,107000
-121.36,38.69,13,6850,1400,4251,1421,3.6989,93300
-121.38,38.66,17,3778,939,2393,862,1.8972,100500
-121.38,38.65,34,825,173,355,130,3.1858,109500
-121.34,38.66,18,4164,963,2032,898,2.119,133100
-121.35,38.65,20,2498,546,1185,506,3.2243,107900
-121.33,38.65,24,3533,741,1496,723,2.8106,183200
-121.34,38.61,22,1778,408,875,375,2.6023,142200
-121.33,38.61,21,2453,518,1326,505,2.7079,148000
-121.34,38.61,20,5801,1148,2586,1063,3.9063,162100
-121.32,38.63,20,7003,1409,3107,1315,3.0348,150500
-121.32,38.61,22,3902,845,1870,763,2.774,190200
-121.32,38.64,19,8501,1558,3576,1467,3.6523,158500
-121.31,38.66,27,1713,282,761,295,5.2081,136400
-121.32,38.66,26,1149,193,500,194,5.078,163400
-121.3,38.65,26,3192,447,1132,418,4.5278,144300
-121.27,38.66,19,1891,266,678,255,6.1872,188700
-121.25,38.64,21,2764,363,902,360,5.6864,258700
-121.28,38.63,36,120,16,30,14,10.2264,350000
-121.29,38.71,32,1875,361,1027,343,3.5769,103800
-121.32,38.7,16,3592,642,1740,629,3.0703,126000
-121.33,38.7,15,2226,421,1004,417,2.7868,117800
-121.33,38.66,17,2767,584,1275,568,2.5909,125400
-121.27,38.67,15,2116,524,866,519,2.7388,111600
-121.19,38.67,16,1754,284,773,277,4.817,147000
-121.17,38.71,15,3084,557,1040,562,2.5183,293300
-121.22,38.58,25,394,94,155,83,2.233,55000
-121.32,38.59,21,9774,1777,4674,1712,3.6817,136100
-121.29,38.6,29,1276,225,600,223,4.0938,109100
-121.32,38.57,15,3369,499,1733,470,5.31,127500
-121.28,38.53,18,224,38,95,41,3.1042,165000
-121.33,38.57,17,1621,350,706,338,2.3684,150000
-121.3,38.51,19,822,134,457,133,4.15,157500
-121.38,38.47,4,14418,2282,6578,2140,4.5604,145900
-121.39,38.43,3,2696,384,990,316,5.4445,237600
-121.38,38.41,10,3425,629,1538,587,4.45,138700
-121.2,38.36,14,2634,463,1402,432,3.8897,175700
-121.27,38.31,17,1144,202,626,178,4.4107,151600
-121.31,38.28,16,1708,391,687,378,1.9485,155400
-121.31,38.26,22,1768,396,1005,420,1.8846,88300
-121.43,38.46,18,1378,235,818,262,4.0625,100300
-121.37,36.89,21,2471,473,1753,451,4.025,293800
-121.45,36.86,11,1613,335,1617,342,3.1375,146200
-121.4,36.85,50,2666,613,1768,555,2.6598,157300
-117.7,33.92,4,8301,1333,3941,1236,6.2141,252200
-117.75,33.95,13,984,127,364,119,7.5839,426900
-117.76,33.94,40,1092,213,457,190,5.1165,184200
-117.71,34.07,24,1948,362,1286,364,3.6,139300
-117.69,34.05,10,1875,366,1055,363,4.3264,128900
-117.72,34.02,17,1781,262,860,256,6.5958,236800
-117.71,34.02,17,12689,2426,7343,2230,3.6361,157700
-117.68,34.15,24,1033,189,486,204,4.1719,213500
-117.66,34.15,20,2524,311,965,285,8.0103,395500
-117.65,34.14,16,2196,287,949,289,8.6573,354000
-117.65,34.11,28,2788,370,1140,385,5.3368,233500
-117.68,34.1,11,7392,1796,3841,1621,2.8326,163000
-117.65,34.1,19,1688,365,622,322,3.6,136400
-117.66,34.1,37,1971,345,939,358,3.4634,145300
-117.66,34.09,23,1426,313,954,319,3.0357,151500
-117.62,34.13,20,3216,516,1655,524,5.1261,158800
-117.63,34.1,15,4799,1209,2554,1057,2.6582,122800
-117.64,34.08,37,2576,468,1284,428,3.3958,130400
-117.65,34.08,52,2264,439,1031,437,3.375,144300
-117.65,34.08,40,1609,258,624,242,5.4689,158200
-117.63,34.08,38,1810,371,1257,354,3.8355,111700
-117.62,34.08,30,1372,235,1047,225,3.1597,116300
-117.62,34.08,24,2801,554,2064,529,4.4946,136000
-117.62,34.07,16,6009,1599,5110,1389,2.5677,128900
-117.64,34.07,38,2450,544,1823,536,2.837,111200
-117.64,34.07,52,1644,372,1269,355,2.6913,108300
-117.67,34.06,26,1592,429,1182,365,2.4583,110400
-117.64,34.06,43,763,219,851,198,1.7292,79200
-117.64,34.03,11,2050,382,1044,371,4.8281,137000
-117.64,34.04,21,1801,507,2556,484,2.4716,102500
-117.63,34.02,13,4864,729,2780,723,5.6168,175400
-117.62,34.02,16,2040,325,1207,324,5.0431,164100
-117.61,34.02,15,1791,346,1219,328,3.8125,170300
-117.58,34,2,7544,1516,2801,1001,4.0037,245200
-117.54,34.11,16,2114,374,1463,399,3.9241,131500
-117.59,34.09,16,2401,465,1757,500,3.9755,120400
-117.46,34.08,18,3830,750,2767,702,3.6602,120700
